Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4,"₹63,990₹75,14214% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa2703tx-gaming-laptop/p/itm280d703c08614?pid=COMH8VXV7FW2SDAX&lid=LSTCOMH8VXV7FW2SDAXP1L8IA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_421&otracker=search&fm=organic&iid=en_5Z0X-fASxedFDZhv7bnJ_z_e7wffrpREWkcGsofewmsxQiWZHfkIinxei-2eQo-8VdPn0-SUFbkrR503Whhk_w%3D%3D&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,4.2,"₹71,899₹84,99915% off",https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-rp587ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ5VWHNPYW&lid=LSTCOMH2XBQ5VWHNPYW4A59TT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_422&otracker=search&fm=organic&iid=en_5Z0X-fASxedFDZhv7bnJ_z_e7wffrpREWkcGsofewmtRN67umAJJ9PVnuiB0vEXdOerpyZsPzJWSrQFeaMDhF_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Not found,1.80 Kg,720p HD camera With privacy shutter,40.64 cm (16 Inch)
HP Victus Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹59,990₹77,56622% off",https://www.flipkart.com/hp-victus-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050a-15-fa1379tx-gaming-laptop/p/itm9c378a535906f?pid=COMH2DYZUABHHQZA&lid=LSTCOMH2DYZUABHHQZACLBQQ3&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_423&otracker=search&fm=organic&iid=c26b90b2-83d9-4756-b069-ac0238f562ce.COMH2DYZUABHHQZA.SEARCH&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,3 Cell,2.29 Kg,HD camera,39.62 cm (15.6 Inch)
HP Pavilion Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 14-dv2014TU Thin and Lig...,"Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.56 cm (14 inch) DisplayMicrosoft Office Home & Student 2021, HP Documentation, HP BIOS recovery, HP Smart1 Year Onsite Warranty",4.3,"₹63,990₹73,68813% off",https://www.flipkart.com/hp-pavilion-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-14-dv2014tu-thin-light-laptop/p/itmb4b81cd1f873f?pid=COMGEG3ZNYZDAYVJ&lid=LSTCOMGEG3ZNYZDAYVJNYHV3Q&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_424&otracker=search&fm=organic&iid=c26b90b2-83d9-4756-b069-ac0238f562ce.COMGEG3ZNYZDAYVJ.SEARCH&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Warranty Summary,1.41 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,35.56 cm (14 inch)
Lenovo ThinkBook 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) TB15 G4 IAP Thin...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,Not found,"₹67,999₹1,32,30048% off",https://www.flipkart.com/lenovo-thinkbook-15-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-tb15-g4-iap-thin-light-laptop/p/itm65936d217ef8a?pid=COMGQY58JZHSCAWW&lid=LSTCOMGQY58JZHSCAWWMZCBQE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_425&otracker=search&fm=organic&iid=c26b90b2-83d9-4756-b069-ac0238f562ce.COMGQY58JZHSCAWW.SEARCH&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Upto 6 Hours,1.7 Kg,Not found,39.62 cm (15.6 Inch)
Acer Aspire 7 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.1,"₹47,990₹99,99952% off",https://www.flipkart.com/acer-aspire-7-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-a715-76g-52h4-a715-76g-gaming-laptop/p/itm45fad0c290245?pid=COMGRHJUCYY63HAA&lid=LSTCOMGRHJUCYY63HAA42YLKV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_426&otracker=search&fm=organic&iid=c26b90b2-83d9-4756-b069-ac0238f562ce.COMGRHJUCYY63HAA.SEARCH&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Not found,2.1 Kg,Not found,39.62 cm (15.6 Inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,3.7,"₹74,990₹95,74621% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-fa1278tx-gaming-laptop/p/itm12155252a3140?pid=COMH8Z22GGEQZBVQ&lid=LSTCOMH8Z22GGEQZBVQOLETX8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_427&otracker=search&fm=organic&iid=en_5Z0X-fASxedFDZhv7bnJ_z_e7wffrpREWkcGsofewmuRZCYJbmeim5q_1T9xHssHQrJ-HpwB_8OMuhTL81a3UQ%3D%3D&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,"4-cell, 70 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
HP Pavilion Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Light Lapt...,Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,4.4,"₹71,990₹92,08321% off",https://www.flipkart.com/hp-pavilion-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZSWFIBP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_428&otracker=search&fm=organic&iid=en_5Z0X-fASxedFDZhv7bnJ_z_e7wffrpREWkcGsofewmuot4Qa2c-UYZgC-26cmr0LuzOYnMWgCSwRNmmujd-LUg%3D%3D&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Not found,1.77 Kg,HP True Vision 1080p FHD IR camera,40.64 cm (16 inch)
HP 15s Intel Core i5 11th Gen 1135G7 - (8 GB/512 GB SSD/Windows 10 Home) 15s-FQ2535TU Thin and Light L...,"Intel Core i5 Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 10 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office Home and Student 2019, HP Documentation, HP CoolSense , HP SSRM , HP Smart, HP Support Assistant1 Year Onsite Warranty",4.4,"₹60,390₹66,6889% off",https://www.flipkart.com/hp-15s-intel-core-i5-11th-gen-1135g7-8-gb-512-gb-ssd-windows-10-home-15s-fq2535tu-thin-light-laptop/p/itm129db83c32a71?pid=COMGYSSUKJEKBFDG&lid=LSTCOMGYSSUKJEKBFDGZBNAD0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_429&otracker=search&fm=organic&iid=c26b90b2-83d9-4756-b069-ac0238f562ce.COMGYSSUKJEKBFDG.SEARCH&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Warranty Summary,1.69 kg,Finger Print Sensor,39.62 cm (15.6 inch)
DELL Inspiron 15 3520 Intel Core i5 12th Gen Core i5 - (8 GB/512 GB SSD/Windows 11 Home) D560885WIN9S ...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 20211 Year Onsite Warranty,3.9,"₹47,990₹65,97327% off",https://www.flipkart.com/dell-inspiron-15-3520-intel-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-d560885win9s-laptop/p/itm23d84e15561c4?pid=COMGPEFQ76N9GZ8F&lid=LSTCOMGPEFQ76N9GZ8FH2IHTA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_430&otracker=search&fm=organic&iid=c26b90b2-83d9-4756-b069-ac0238f562ce.COMGPEFQ76N9GZ8F.SEARCH&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,3 Cell,1.65 kg,Finger Print Sensor,39.62 cm (15.6 inch)
HP MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) fd0467TU Thin and Light ...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,4.1,"₹56,990₹65,38712% off",https://www.flipkart.com/hp-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-fd0467tu-thin-light-laptop/p/itmc8ca0b60f166f?pid=COMH8QXWHJRQKR6P&lid=LSTCOMH8QXWHJRQKR6PRNKDP0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_431&otracker=search&fm=organic&iid=en_5Z0X-fASxedFDZhv7bnJ_z_e7wffrpREWkcGsofewmvJJtdOaR4AFY3_D69yMYv6_fRPD1DlKxVUUntjKPHCnw%3D%3D&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,"3-cell, 41 Wh Li-ion polymer",1.59 Kg,HP True Vision 1080p FHD camera with temporal noise reduction,39.62 cm (15.6 inch)
DELL 15 Intel Core i5 13th Gen 1334U - (8 GB/512 GB SSD/Windows 11 Home) 3530 Thin and Light Laptop,"Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Warranty",4,"₹50,990₹62,41518% off",https://www.flipkart.com/dell-15-intel-core-i5-13th-gen-1334u-8-gb-512-gb-ssd-windows-11-home-3530-thin-light-laptop/p/itm68eb02f2bb17d?pid=COMH8EPFFM2FYZZZ&lid=LSTCOMH8EPFFM2FYZZZQJGNRG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_18_432&otracker=search&fm=organic&iid=en_5Z0X-fASxedFDZhv7bnJ_z_e7wffrpREWkcGsofewmvfTjcb-vvVwTed3Gufxu1hjHN7j3TsnvStSX7fSI053aV8WX5krIChubBlraAu4CQ%3D&ppt=pp&ppn=pp&ssid=a5c02ktn000000001746968675190&qH=312f91285e048e09,Up to 7 Hrs*,1.66 Kg,Not found,39.62 cm (15.6 Inch)
HP Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) 15-fd0187TU Thin and Light Laptop,Intel Core i5 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹55,990₹70,84120% off",https://www.flipkart.com/hp-intel-core-i5-13th-gen-1335u-8-gb-512-gb-ssd-windows-11-home-15-fd0187tu-thin-light-laptop/p/itm8a7401441021f?pid=COMHFCGBX5YGZZGA&lid=LSTCOMHFCGBX5YGZZGAARX47F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_433&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMHFCGBX5YGZZGA.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,3 Cell,1.59 Kg,HP True Vision 1080p FHD camera,39.62 cm (15.6 Inch)
Lenovo IdeaPad Slim 5 WUXGA IPS Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 16I...,Intel Core i5 Processor (12th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.2,"₹57,990₹86,29032% off",https://www.flipkart.com/lenovo-ideapad-slim-5-wuxga-ips-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-16iah8-thin-light-laptop/p/itma68dba42368d2?pid=COMGSC4EZAPZHGTY&lid=LSTCOMGSC4EZAPZHGTYGR6SGO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_434&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMGSC4EZAPZHGTY.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Not found,1.89 Kg,Full HD 1080p with Privacy Shutter,40.64 cm (16 Inch)
ASUS Vivobook 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ341WS Thi...,Intel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹40,990₹54,99025% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj341ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMH3BKW4YSBUZ5G&lid=LSTCOMH3BKW4YSBUZ5GFMBVRQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_435&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMH3BKW4YSBUZ5G.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Not found,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Lenovo V14 Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) V 14 Thin and Light Lapto...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD35.81 cm (14.1 inch) DisplayWindows 111 Year Onsite Warranty,4.1,"₹40,099₹46,99014% off",https://www.flipkart.com/lenovo-v14-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-v-14-thin-light-laptop/p/itme87a00a2ff6c2?pid=COMH76FG3MCSNRDV&lid=LSTCOMH76FG3MCSNRDV2DBHQL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_436&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMH76FG3MCSNRDV.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,3 Cell,Not found,Yes,35.81 cm (14.1 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_437&otracker=search&fm=organic&iid=en_q-00rJznGWgGwdB7o_WO0xp_cLC-NMa9qiAFMC6oipl5REvn-49dDSAxCRxRMPbkZ6VOR2GSG53NkTlCJVTk7Q%3D%3D&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_438&otracker=search&fm=organic&iid=en_q-00rJznGWgGwdB7o_WO0xp_cLC-NMa9qiAFMC6oipnRMKpaayNHIV8LqByO98UIQFu90KZ0xUoPa2wsOhMzjA%3D%3D&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
"DELL Inspiron 15 3520 with Backlit Keyboard, Intel Core i5 12th Gen Core i5 - (16 GB/512 GB SSD/Window...","Intel Core i5 Processor (12th Gen)16 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 inch) DisplayOffice Home & Student 2021, Microsoft Windows, 15 Months Macafee Antivirus1 Year Onsite Warranty",4.1,"₹51,400₹78,90034% off",https://www.flipkart.com/dell-inspiron-15-3520-backlit-keyboard-intel-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-laptop/p/itm0c93229d052fe?pid=COMGTEGW6HF5GJGQ&lid=LSTCOMGTEGW6HF5GJGQTEHUQF&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_439&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMGTEGW6HF5GJGQ.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,3 Cell,1.65 kg,Finger Print Sensor,39.62 cm (15.6 inch)
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-816IN ...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹48,990₹66,99026% off",https://www.flipkart.com/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-512-gb-ssd-windows-11-home-b12mo-816in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGY9AXBJJN&lid=LSTCOMGYSFGY9AXBJJNKX7JO7&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_440&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMGYSFGY9AXBJJN.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Model Number,1.7 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_441&otracker=search&fm=organic&iid=en_q-00rJznGWgGwdB7o_WO0xp_cLC-NMa9qiAFMC6oipmMLjlRmn2oimsiDnZc9sZt77SeR54c7PV2oNxSfEWaLg%3D%3D&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
DELL Vostro Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",Not found,"₹42,906",https://www.flipkart.com/dell-vostro-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-laptop/p/itm1f57d194ad967?pid=COMHAUD4FA7HCZHE&lid=LSTCOMHAUD4FA7HCZHE2XXSAK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_442&otracker=search&fm=organic&iid=en_q-00rJznGWgGwdB7o_WO0xp_cLC-NMa9qiAFMC6oipkINpnoCRjDpgbHo4z9dL3qav1CxYkSC6fcbk-lroiT4fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,MS Office Provided,1.69 Kg,Yes,39.62 cm (15.6 Inch)
MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-815IN Th...,Intel Core i7 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹51,990₹68,99024% off",https://www.flipkart.com/msi-modern-15-intel-core-i7-12th-gen-1255u-16-gb-1-tb-ssd-windows-11-home-b12mo-815in-thin-light-laptop/p/itm60c14709fdf3b?pid=COMGYSFGGFGVCRWY&lid=LSTCOMGYSFGGFGVCRWYZ6TUZB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_443&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMGYSFGGFGVCRWY.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Model Number,1.7 Kg,HD type (30fps@720p),39.62 cm (15.6 Inch)
Acer Aspire 3 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) A315-59-36HE Thin and L...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.3,"₹32,990₹44,10025% off",https://www.flipkart.com/acer-aspire-3-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-a315-59-36he-thin-light-laptop/p/itm05f023c6da5dc?pid=COMGRSXP6D9ANEXN&lid=LSTCOMGRSXP6D9ANEXNBYCJYM&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_444&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMGRSXP6D9ANEXN.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Not found,1.7 Kg,Finger Print Sensor,39.62 cm (15.6 inch)
ASUS TUF Gaming A15 AMD Ryzen 9 Octa Core 8945H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA...,AMD Ryzen 9 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,5,"₹1,24,990₹1,61,99022% off",https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-9-octa-core-8945h-16-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-fa507uv-lp137ws-laptop/p/itmc24095b76dd1c?pid=COMH4B5P3BHFFHC8&lid=LSTCOMH4B5P3BHFFHC8WXIY5N&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_445&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMH4B5P3BHFFHC8.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,Not found,2.20 Kg,720P HD camera,39.62 cm (15.6 Inch)
ASUS Chromebook Touch Intel Celeron Dual Core N3350 - (4 GB/64 GB EMMC Storage/Chrome OS) C523NA-A2030...,Intel Celeron Dual Core Processor4 GB LPDDR4 RAMChrome Operating System39.62 cm (15.6 inch) Touchscreen Display1 Year Onsite Warranty,3.8,"₹18,650₹30,99039% off",https://www.flipkart.com/asus-chromebook-touch-intel-celeron-dual-core-n3350-4-gb-64-gb-emmc-storage-chrome-os-c523na-a20303/p/itm06217db382c2b?pid=COMG49CZ8SVW7TWD&lid=LSTCOMG49CZ8SVW7TWDZIX3JW&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_19_446&otracker=search&fm=organic&iid=81e03e59-f2ad-4963-8c2e-7112c32d8ee9.COMG49CZ8SVW7TWD.SEARCH&ppt=pp&ppn=pp&ssid=ro6k8e28zk0000001746968753940&qH=312f91285e048e09,2 Cell,1.69 Kg,Finger Print Sensor,39.62 cm (15.6 inch)
