Product Name,Specifications,Rating,Price,Product URL,Battery Life,Weight,Webcam,Display Size
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_77&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTIKTzD1mg2qpbXy-DLa1dx6XZ6VOR2GSG53NkTlCJVTk7Q%3D%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_78&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTIKbWKUNj4xSgBZ0WOHEIzFSQFu90KZ0xUoPa2wsOhMzjA%3D%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
Lenovo IdeaPad 1 AMD Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 15ALC7 Thin and Ligh...,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Yr. Onsite + 1 Yr. Accidental Damage Protection,4.2,"₹39,990₹74,99046% off",https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmd44c92b46b181?pid=COMHYG8ZDVPTUYYB&lid=LSTCOMHYG8ZDVPTUYYBQHTHWS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_79&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMHYG8ZDVPTUYYB.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Model Number,1.61 kg,HD 720p with Privacy Shutter,39.62 cm (15.6 inch)
Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection,4.5,"₹82,490₹1,08,99024% off",https://www.flipkart.com/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-15arp9-gaming-laptop/p/itmd3fbbdced2d6b?pid=COMHFYZ36W8ZGS8Z&lid=LSTCOMHFYZ36W8ZGS8ZJVRQU1&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_80&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMHFYZ36W8ZGS8Z.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Not found,2.38 Kg,HD 720p with E-shutter,39.62 cm (15.6 Inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_81&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTIIOmbVD2WbkVU6KW-H4EXaK77SeR54c7PV2oNxSfEWaLg%3D%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
DELL Vostro Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 3520 Laptop,"Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMy Dell (Dell Power Manager,Dell Support Assist)1 Year Onsite Hardware Service",Not found,"₹42,906",https://www.flipkart.com/dell-vostro-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-3520-laptop/p/itm1f57d194ad967?pid=COMHAUD4FA7HCZHE&lid=LSTCOMHAUD4FA7HCZHE2XXSAK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_82&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTILDsDN4BoLO2M52cj_gb5fnav1CxYkSC6fcbk-lroiT4fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,MS Office Provided,1.69 Kg,Yes,39.62 cm (15.6 Inch)
ASUS Vivobook 15 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) X1504VA-NJ323WS Thin...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹35,990₹57,99037% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj323ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMGZDQJ7WBQQ7AR&lid=LSTCOMGZDQJ7WBQQ7ARKVDISD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_83&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMGZDQJ7WBQQ7AR.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,3 Cell,1.70 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
HP Pavilion Intel Core Ultra 5 125U - (16 GB/1 TB SSD/Windows 11 Home) 16-af0056TU Thin and Light Lapt...,Intel Core Ultra 5 Processor16 GB LPDDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,4.4,"₹71,990₹92,08321% off",https://www.flipkart.com/hp-pavilion-intel-core-ultra-5-125u-16-gb-1-tb-ssd-windows-11-home-16-af0056tu-thin-light-laptop/p/itmb12a25b64f62b?pid=COMH4KYWQJYGZF2Z&lid=LSTCOMH4KYWQJYGZF2ZSWFIBP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_84&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMH4KYWQJYGZF2Z.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Not found,1.77 Kg,HP True Vision 1080p FHD IR camera,40.64 cm (16 inch)
Acer Aspire 7 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹61,990₹89,99931% off",https://www.flipkart.com/acer-aspire-7-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-a715-79g-gaming-laptop/p/itm8208102c97f99?pid=COMH3G96MYGWSGTF&lid=LSTCOMH3G96MYGWSGTFGZ7TLO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_85&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMH3G96MYGWSGTF.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Not found,1.99 Kg,1.0 M HD Video camera,39.62 cm (15.6 Inch)
ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X150...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.2,"₹40,990₹69,99041% off",https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_86&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMHYWSWMFQQBCG3.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,3 cell,1.7 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) Display1 Year Onsite Warranty,4.2,"₹71,899₹84,99915% off",https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-rp587ws-gaming-laptop/p/itmd896b82bffaef?pid=COMH2XBQ5VWHNPYW&lid=LSTCOMH2XBQ5VWHNPYW4A59TT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_87&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTIJzDqNKeyaXlMRclXwm5bpZ0cdTrIizxXqRrR8MgXtWvfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Not found,1.80 Kg,720p HD camera With privacy shutter,40.64 cm (16 Inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4,"₹63,990₹75,14214% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15-fa2703tx-gaming-laptop/p/itm280d703c08614?pid=COMH8VXV7FW2SDAX&lid=LSTCOMH8VXV7FW2SDAXP1L8IA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_88&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTILlU80EVEcT_xpBmlm_mfF13ugL-v8sDDAA70u51qjFrg%3D%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayWindows 11 and Microsoft Office Home & Student Edition 20241 Year Carry-in Warranty,4.4,"₹72,990₹87,26216% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-15-fa2700tx-gaming-laptop/p/itm068529921479d?pid=COMH8VXVWNPAZCSX&lid=LSTCOMH8VXVWNPAZCSX9Y3PQV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_89&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMH8VXVWNPAZCSX.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,"3-cell, 52.5 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4,"₹40,990₹74,99045% off",https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk522ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFNWASKGZ4&lid=LSTCOMGMGXFNWASKGZ43Q8SXL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_90&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMGMGXFNWASKGZ4.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
HP Victus Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Carry-in Warranty,3.7,"₹74,990₹95,74621% off",https://www.flipkart.com/hp-victus-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-4050-144-hz-fa1278tx-gaming-laptop/p/itm12155252a3140?pid=COMH8Z22GGEQZBVQ&lid=LSTCOMH8Z22GGEQZBVQOLETX8&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_91&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTIJycBPLJ_etDbZVZiWVOuGwQrJ-HpwB_8OMuhTL81a3UQ%3D%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,"4-cell, 70 Wh Li-ion polymer",2.29 Kg,HP Wide Vision 720p HD camera with temporal noise reduction,39.62 cm (15.6 inch)
HP MSO 2024 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) fd0467TU Thin and Light ...,Intel Core i5 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Home Operating System512 GB SSD39.62 cm (15.6 inch) DisplayMicrosoft Office H&S Edition 20241 Year Carry-in Warranty,4.1,"₹56,990₹65,38712% off",https://www.flipkart.com/hp-mso-2024-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-fd0467tu-thin-light-laptop/p/itmc8ca0b60f166f?pid=COMH8QXWHJRQKR6P&lid=LSTCOMH8QXWHJRQKR6PRNKDP0&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_92&otracker=search&fm=organic&iid=en_Bxfk09BQCz1hwxEAsDHB61U6OJQ5JyhdaqW6HVFQTIId_SQkqZg18QklQYtOXuYO_fRPD1DlKxVUUntjKPHCnw%3D%3D&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,"3-cell, 41 Wh Li-ion polymer",1.59 Kg,HP True Vision 1080p FHD camera with temporal noise reduction,39.62 cm (15.6 inch)
ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK521...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.4,"₹40,990₹74,99045% off",https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_93&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMGMGXFT7WWNGYG.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Model Number,1.63 Kg,720p HD camera With privacy shutter,39.62 cm (15.6 Inch)
Apple MacBook Air Apple M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXT3HN/A,"Apple M3 Processor8 GB Unified Memory RAMMac OS Operating System256 GB SSD33.02 cm (13 Inch) DisplayBuilt-in Apps: App Store, Books, Calendar, Contacts, FaceTime, Find My, Freeform, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos1 Year Onsite Warranty",4.7,"₹97,990₹1,14,90014% off",https://www.flipkart.com/apple-macbook-air-m3-8-gb-256-gb-ssd-macos-sonoma-mrxt3hn-a/p/itm2ea42dec44bca?pid=COMGYP5GGSNGYSZP&lid=LSTCOMGYP5GGSNGYSZPBWPP4V&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_94&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMGYP5GGSNGYSZP.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Warranty Summary,1.24 Kg,1080p FaceTime HD camera,33.02 cm (13 Inch)
ASUS ROG Ally AMD Ryzen Z1 Octa Core Extreme - (16 GB/512 GB SSD/Windows 11 Home) RC71L-NH001W Handhel...,AMD Ryzen Z1 Octa Core Processor16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD17.78 cm (7 Inch) Touchscreen Display3 months Xbox Game Pass Ultimate Subscription Included1 Year Onsite Warranty,4.4,"₹39,490₹83,99052% off",https://www.flipkart.com/asus-rog-ally-amd-ryzen-z1-octa-core-extreme-16-gb-512-gb-ssd-windows-11-home-rc71l-nh001w-handheld-gaming-pc/p/itmb78a936e4a671?pid=COMGQKQ7GGNFR8N4&lid=LSTCOMGQKQ7GGNFR8N4RTUGBT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_95&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMGQKQ7GGNFR8N4.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,Warranty Summary,1.7 kg,Not found,17.78 cm (7 Inch)
HP Intel Core i3 13th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,Intel Core i3 Processor (13th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite Warranty,4.3,"₹41,990₹52,72120% off",https://www.flipkart.com/hp-intel-core-i3-13th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-15s-fy5004tu-thin-light-laptop/p/itm2977a9ca00317?pid=COMGQY48KGHRAF3B&lid=LSTCOMGQY48KGHRAF3BRCYCYH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_4_96&otracker=search&fm=organic&iid=f2a0a3ff-600f-46ea-a0bb-df9db180e6c3.COMGQY48KGHRAF3B.SEARCH&ppt=pp&ppn=pp&ssid=x8bm3yng400000001746967582625&qH=312f91285e048e09,3 Cell,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 inch)
HP Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5330TU|15-fd0111TU Thin and...,Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Onsite warranty,4.3,"₹49,990₹62,52620% off",https://www.flipkart.com/hp-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-15s-fq5330tu-15-fd0111tu-thin-light-laptop/p/itm5b5f94f7b044c?pid=COMGXNZGJV3MEMWM&lid=LSTCOMGXNZGJV3MEMWMMNYA0K&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_97&otracker=search&fm=organic&iid=en_G3stUR45d_6-4PlLk6dQukJs-PJMj3p1e2LYek1P-8tdp8zXgXnnDw0laz9ofUuyZ6VOR2GSG53NkTlCJVTk7Q%3D%3D&ppt=pp&ppn=pp&ssid=tmczwu0sxc0000001746967662847&qH=312f91285e048e09,Not found,1.69 Kg,HP True Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones,39.62 cm (15.6 inch)
HP Backlit Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5002TU Thin and Ligh...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.3,"₹44,990₹70,06435% off",https://www.flipkart.com/hp-backlit-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-15s-fy5002tu-thin-light-laptop/p/itm9046eaf5a4af9?pid=COMGZNSBS7Z959EW&lid=LSTCOMGZNSBS7Z959EWGCQAVA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_98&otracker=search&fm=organic&iid=en_G3stUR45d_6-4PlLk6dQukJs-PJMj3p1e2LYek1P-8vn-HxeHiIAX5BHrEAa7gX9QFu90KZ0xUoPa2wsOhMzjA%3D%3D&ppt=pp&ppn=pp&ssid=tmczwu0sxc0000001746967662847&qH=312f91285e048e09,Warranty Summary,1.69 Kg,HP True Vision 720p HD camera,39.62 cm (15.6 Inch)
Lenovo V15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light Laptop,AMD Ryzen 5 Quad Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Brand Warranty,4.2,"₹34,990₹60,00041% off",https://www.flipkart.com/lenovo-v15-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itmd7282dfaeb5de?pid=COMHATEAHZYGZ6KF&lid=LSTCOMHATEAHZYGZ6KFSD1KTA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_99&otracker=search&fm=organic&iid=de90b62d-bb68-4bbe-a92d-458a0d09466a.COMHATEAHZYGZ6KF.SEARCH&ppt=pp&ppn=pp&ssid=tmczwu0sxc0000001746967662847&qH=312f91285e048e09,Lithium Ion,1.62 Kg,720P,39.62 cm (15.6 Inch)
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home) IdeaPad Slim 3...,Intel Core i5 Processor (12th Gen)8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.81 cm (14.1 Inch) Display1 Year Onsite Warranty,4.2,"₹42,990₹65,09033% off",https://www.flipkart.com/lenovo-ideapad-slim-3-intel-core-i5-12th-gen-12450h-8-gb-512-gb-ssd-windows-11-home-thin-light-laptop/p/itm15f38bdfce643?pid=COMH2TPSYTZJZGSU&lid=LSTCOMH2TPSYTZJZGSUCOKVOL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_100&otracker=search&fm=organic&iid=de90b62d-bb68-4bbe-a92d-458a0d09466a.COMH2TPSYTZJZGSU.SEARCH&ppt=pp&ppn=pp&ssid=tmczwu0sxc0000001746967662847&qH=312f91285e048e09,Upto 6 hours,1.37 Kg,HD,35.81 cm (14.1 Inch)
CHUWI Intel Celeron Dual Core 11th Gen N4020 - (8 GB/256 GB SSD/Windows 11 Home) HeroBook Pro Laptop,"Light weight, Portable Laptop
RAM/Storage: 8GB LPDDR4 Ram, 256GB M.2 SSD StorageHard-Decoding 4k@60Hz
Graphics/GPU: UHD Graphics 600
Display: 14.1 inch, 16:9 IPS Display
Touchpad: Larger Touchpad with easy control
Keyboard: Chiclet keyboard keysIntel Celeron Dual Core Processor (11th Gen)8 GB DDR4 RAM64 bit Windows 11 Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",3.7,"₹16,990₹34,99051% off",https://www.flipkart.com/chuwi-intel-celeron-dual-core-11th-gen-n4020-8-gb-256-gb-ssd-windows-11-home-herobook-pro-laptop/p/itm5e1f327988402?pid=COMGQHMZWHRXFWET&lid=LSTCOMGQHMZWHRXFWETVNWSPG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_5_101&otracker=search&fm=organic&iid=en_G3stUR45d_6-4PlLk6dQukJs-PJMj3p1e2LYek1P-8uJ_pJqNiW303wOCZOQrKDi77SeR54c7PV2oNxSfEWaLg%3D%3D&ppt=pp&ppn=pp&ssid=tmczwu0sxc0000001746967662847&qH=312f91285e048e09,Up To 9 Hours,1.39 kg,Yes,35.81 cm (14.1 inch)
